"","study_id","phase","location_continent","standard_age_list","time_frame","assay","dose_number","serotype","value","vaccine","dose_description","schedule","time_frame_weeks"
"1751","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"23F",1.03,"PCV13","1m post primary child","3+1 child",0
"1752","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"6B",2.15,"PCV13","1m post primary child","3+1 child",0
"1753","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"18C",1.48,"PCV13","1m post primary child","3+1 child",0
"1754","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"23F",1.27,"PCV13","1m post primary child","3+1 child",0
"1755","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"4",0.52,"PCV13","1m post primary child","3+1 child",0
"1756","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"5",1.91,"PCV13","1m post primary child","3+1 child",0
"1757","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"19F",1.85,"PCV13","1m post primary child","3+1 child",0
"1758","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"4",0.61,"PCV13","1m post primary child","3+1 child",0
"1759","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"14",5.13,"PCV13","1m post primary child","3+1 child",0
"1760","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"9V",1.11,"PCV13","1m post primary child","3+1 child",0
"1761","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"19F",2.07,"PCV13","1m post primary child","3+1 child",0
"1762","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"18C",1.3,"PCV13","1m post primary child","3+1 child",0
"1763","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"14",4.97,"PCV13","1m post primary child","3+1 child",0
"1764","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"8",1.75,"PCV13","1m post primary child","3+1 child",0
"1765","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"5",1.81,"PCV13","1m post primary child","3+1 child",0
"1766","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"23F",1.24,"PCV13","1m post primary child","3+1 child",0
"1767","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"9V",1.11,"PCV13","1m post primary child","3+1 child",0
"1768","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"18C",1.34,"PCV13","1m post primary child","3+1 child",0
"1769","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"8",1.33,"PCV13","1m post primary child","3+1 child",0
"1770","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"5",1.62,"PCV13","1m post primary child","3+1 child",0
"1771","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"4",0.56,"PCV13","1m post primary child","3+1 child",0
"1772","NCT00444457","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Child""]","1 Month after the infant series (7 Months of age)","IgG",3,"14",5.18,"PCV13","1m post primary child","3+1 child",0
"1773","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19F",1533,"PCV13","1m post dose 1 adult","1 dose adult",936
"1774","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"5",199,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1775","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"23F",1570,"PCV13","1m post dose 1 adult","1 dose adult",936
"1776","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"5",269,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1777","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19A",956,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1778","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"14",2983,"PCV13","1m post dose 1 adult","1 dose adult",936
"1779","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19F",599,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1780","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"9V",3339,"PCV13","1m post dose 1 adult","1 dose adult",936
"1781","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"14",957,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1782","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"7F",1520,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1783","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"6A",5746,"PCV13","1m post dose 1 adult","1 dose adult",936
"1784","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"3",91,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1785","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"3",93,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1786","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"6B",1984,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1787","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19A",1580,"PCV13","1m post dose 1 adult","1 dose adult",936
"1788","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"6A",2593,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1789","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"1",146,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1790","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"1",353,"PCV13","1m post dose 1 adult","1 dose adult",936
"1791","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"4",4747,"PCV13","1m post dose 1 adult","1 dose adult",936
"1792","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"23F",375,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1793","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"3",91,"PCV13","1m post dose 1 adult","1 dose adult",936
"1794","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"14",612,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1795","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19A",682,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1796","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"9V",1726,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1797","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"18C",3989,"PCV13","1m post dose 1 adult","1 dose adult",936
"1798","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"19F",517,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1799","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"7F",1120,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1800","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"4",2062,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1801","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"1",200,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1802","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"9V",1164,"PCV13","1m post dose 1 adult","1 dose adult",3120
"1803","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"18C",1939,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1804","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"7F",3249,"PCV13","1m post dose 1 adult","1 dose adult",936
"1805","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"4",2833,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1806","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"6B",3212,"PCV13","1m post dose 1 adult","1 dose adult",2600
"1807","NCT00427895","Phase 3","North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America,North America","[""Adult""]","One month after vaccination 1","OPA",1,"6B",9813,"PCV13","1m post dose 1 adult","1 dose adult",936
