"","clinical_trial_study_id","clinical_trial_sponsor","clinical_trial_phase","location_continent","study_eligibility_standard_age_list","outcome_overview_time_frame","outcome_overview_assay","outcome_overview_dose_number","outcome_overview_serotype","outcome_overview_value","outcome_overview_upper_limit","outcome_overview_lower_limit","outcome_overview_vaccine","outcome_overview_dose_description","outcome_overview_schedule","outcome_overview_time_frame_weeks"
"2905","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"18C",3543,4299.5,2919.6,"PCV13","1m post primary child","",0
"2906","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"6B",15052.9,17814.2,12719.6,"PCV13","1m post primary child","",0
"2907","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"22F",503.1,766.8,330.1,"PCV13","1m post primary child","",0
"2908","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"3",301.5,355.7,255.5,"PCV13","1m post primary child","",0
"2909","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"19F",3277.6,3791.8,2833.1,"PCV13","1m post primary child","",0
"2910","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"6B",17636.5,21118.3,14728.7,"PCV15","1m post primary child","",0
"2911","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"23F",11933.8,14838.8,9597.5,"PCV13","1m post primary child","",0
"2912","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"9V",5879.7,7122.2,4853.9,"PCV13","1m post primary child","",0
"2913","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"4",9172.8,11096.1,7582.8,"PCV13","1m post primary child","",0
"2914","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"19F",3711.8,4335.2,3178,"PCV15","1m post primary child","",0
"2915","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"9V",4800,5484.4,4201,"PCV15","1m post primary child","",0
"2916","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"14",17920.8,21591.2,14874.4,"PCV13","1m post primary child","",0
"2917","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"4",6078.3,7235.4,5106.1,"PCV15","1m post primary child","",0
"2918","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"7F",17574.4,20274,15234.2,"PCV15","1m post primary child","",0
"2919","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"19A",8176.4,9862.8,6778.3,"PCV15","1m post primary child","",0
"2920","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"14",18444.3,22297,15257.3,"PCV15","1m post primary child","",0
"2921","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Day 30","OPA",1,"1",353.4,448.7,278.4,"PCV15","1m post primary child","",0
"2922","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"14",17207.5,21037.9,14074.5,"PCV15+PPV23","1m post boost child","",0
"2923","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"5",939.5,1197.3,737.3,"PCV13+PPV23","1m post boost child","Not selected",0
"2924","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"4",5445.7,6358.8,4663.7,"PCV15+PPV23","1m post boost child","",0
"2925","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"23F",10216.7,12329.8,8465.7,"PCV15+PPV23","1m post boost child","",0
"2926","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"18C",3369,3990.9,2844,"PCV13+PPV23","1m post boost child","Not selected",0
"2927","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"6B",12745.8,14921.6,10887.3,"PCV13+PPV23","1m post boost child","Not selected",0
"2928","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"7F",17415.9,20098.5,15091.4,"PCV15+PPV23","1m post boost child","",0
"2929","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"19F",3694.8,4248.9,3212.9,"PCV15+PPV23","1m post boost child","",0
"2930","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"9V",5135.9,6094.3,4328.2,"PCV15+PPV23","1m post boost child","",0
"2931","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"7F",19140.5,21835,16778.5,"PCV13+PPV23","1m post boost child","Not selected",0
"2932","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"23F",10086,12206.2,8334,"PCV13+PPV23","1m post boost child","Not selected",0
"2933","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"9V",6152.2,7251.4,5219.6,"PCV13+PPV23","1m post boost child","Not selected",0
"2934","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"14",16461.2,19785.9,13695.1,"PCV13+PPV23","1m post boost child","Not selected",0
"2935","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"1",326.4,399,267,"PCV15+PPV23","1m post boost child","",0
"2936","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"22F",8756.1,10334.1,7419,"PCV15+PPV23","1m post boost child","",0
"2937","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"6A",10208.7,11973.7,8703.8,"PCV15+PPV23","1m post boost child","",0
"2938","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"18C",3635.1,4258.5,3103,"PCV15+PPV23","1m post boost child","",0
"2939","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"19A",7613.7,9036.9,6414.6,"PCV15+PPV23","1m post boost child","",0
"2940","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"6A",10699.8,12705.7,9010.5,"PCV13+PPV23","1m post boost child","Not selected",0
"2941","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"5",985.6,1193.8,813.6,"PCV15+PPV23","1m post boost child","",0
"2942","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"19A",8838,10287.6,7592.6,"PCV13+PPV23","1m post boost child","Not selected",0
"2943","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"3",327.2,383.9,278.9,"PCV15+PPV23","1m post boost child","",0
"2944","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"22F",6958,8148.5,5941.5,"PCV13+PPV23","1m post boost child","Not selected",0
"2945","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"19F",3904.4,4507.1,3382.3,"PCV13+PPV23","1m post boost child","Not selected",0
"2946","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"1",337,417.1,272.3,"PCV13+PPV23","1m post boost child","Not selected",0
"2947","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"6B",13774.8,16271,11661.6,"PCV15+PPV23","1m post boost child","",0
"2948","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"4",7526.8,8978.7,6309.7,"PCV13+PPV23","1m post boost child","Not selected",0
"2949","NCT03921424","Merck Sharp & Dohme LLC","Phase 3","Asia,Europe,Asia,Europe,Africa,Europe,Africa,Europe,Asia,Asia,Africa,Africa,Europe","[""Child""]","Week 12","OPA",2,"3",384.8,444.6,333,"PCV13+PPV23","1m post boost child","Not selected",0
"2950","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"7F",1.95,2.62,1.46,"PCV15","1m post primary child","3+1 child",24
"2951","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"4",1.27,1.68,0.96,"PCV13","1m post primary child","3+1 child",24
"2952","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"22F",0.05,0.07,0.03,"PCV13","1m post primary child","3+1 child",24
"2953","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"3",0.86,1.13,0.65,"PCV15","1m post primary child","3+1 child",24
"2954","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"22F",4.33,5.9,3.18,"PCV15","1m post primary child","3+1 child",24
"2955","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"14",4.38,6.03,3.18,"PCV15","1m post primary child","3+1 child",24
"2956","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"14",6.52,9.77,4.35,"PCV13","1m post primary child","3+1 child",24
"2957","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"19F",2.78,3.58,2.17,"PCV13","1m post primary child","3+1 child",24
"2958","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"5",1.48,2.1,1.04,"PCV15","1m post primary child","3+1 child",24
"2959","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"4",1.41,1.99,1.01,"PCV15","1m post primary child","3+1 child",24
"2960","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"1",1.15,1.52,0.88,"PCV15","1m post primary child","3+1 child",24
"2961","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"3",0.58,0.76,0.45,"PCV13","1m post primary child","3+1 child",24
"2962","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"6B",1.69,2.48,1.15,"PCV15","1m post primary child","3+1 child",24
"2963","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"1",1.61,2.09,1.25,"PCV13","1m post primary child","3+1 child",24
"2964","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"5",1.66,2.53,1.09,"PCV13","1m post primary child","3+1 child",24
"2965","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"19A",3,4.11,2.18,"PCV13","1m post primary child","3+1 child",24
"2966","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"6A",1.37,1.96,0.95,"PCV15","1m post primary child","3+1 child",24
"2967","NCT03692871","Merck Sharp & Dohme LLC","Phase 3","North America,Europe,Asia,South America,Australia & Oceania,Europe,North America,North America,Europe,North America,North America,North America,North America,Asia,Europe,North America,Asia,Asia,Asia,North America,Asia,North America,Europe,Australia & Oceania,North America,South America,North America,Asia,North America,Asia,Europe,North America,North America,Asia,Europe,Europe,North America,North America,Europe,North America,Europe,North America,North America,Asia,North America,Asia,Asia,Asia,Europe,North America,Europe,Asia,Asia,North America,Asia,North America,Europe,North America,Europe,Europe,South America,Asia,North America,Asia,Europe,Australia & Oceania,Asia,North America,Asia,North America,Asia,Europe,North America,Europe,Europe,North America","[""Child""]","30 days after Vaccination 3 (approximately 5 months after Vaccination 1)","IgG",3,"9V",1.47,2,1.08,"PCV15","1m post primary child","3+1 child",24
